Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
90	9	Re5	D5	327	327	1	8	417	95	96		8.625
91	9	Mi5	E5	336	336	1	16	208	95	96		8.6875
92	9	Fa5#4	F5#4	344	344	1	16	208	95	96		8.75
93	9	Sol5	G5	349	349	1	8	417	95	96		8.875
94	9	Fa5	F5	340	340	1	16	208	95	96		8.9375
95	9	Mi5	E5	336	336	1	16	208	95	96		9
96	9	Mi5	E5	336	336	1	16	208	95	96		9.0625
97	9	Re5	D5	327	327	1	16	208	95	96		9.125
98	9	Re5	D5	327	327	1	16	208	95	96		9.1875
99	9	Do5#4	C5#4	322	322	1	16	208	95	96		9.25
100	9	Re5	D5	327	327	1	8	417	95	96		9.375
101	9	Mi5	E5	336	336	1	16	208	95	96		9.4375
102	9	Fa5	F5	340	340	1	16	208	95	96		9.5
103	9	Mi5	E5	336	336	1	16	208	95	96		9.5625
104	9	Re5	D5	327	327	1	16	208	95	96		9.625
105	9	Do5#4	C5#4	322	322	1	16	208	95	96		9.6875
106	9	Si4b4	B4b4	310	310	1	16	208	95	96		9.75
107	9	La4	A4	305	305	1	16	208	95	96		9.8125
108	9	Sol4	G4	296	296	1	16	208	95	96		9.875
109	9	Fa4#4	F4#4	291	291	1	16	208	95	96		9.9375
110	9	Sol4	G4	296	296	1	16	208	95	96		10
111	9	La4	A4	305	305	3	8	1250	95	96		10.375
112	53			0	0	0	0	0	0	0		10.375
113	9	Si4b4	B4b4	310	310	1	8	417	95	96		10.5
114	9	Do5#4	C5#4	322	322	1	16	208	95	96		10.5625
115	9	Re5	D5	327	327	1	16	208	95	96		10.625
116	9	Mi5	E5	336	336	1	16	208	95	96		10.6875
117	9	Fa5	F5	340	340	1	16	208	95	96		10.75
118	9	Mi5	E5	336	336	1	16	208	95	96		10.8125
119	9	Re5	D5	327	327	1	16	208	95	96		10.875
120	9	Do5#4	C5#4	322	322	1	16	208	95	96		10.9375
121	9	Si4b4	B4b4	310	310	1	16	208	95	96		11
122	9	La4	A4	305	305	1	4	833	95	96		11.25
123	53			0	0	0	0	0	0	0		11.25
124	9	Do5#4	C5#4	322	322	1	8	417	95	96		11.375
125	9	Re5	D5	327	327	1	8	417	95	96		11.5
126	9	Mi5	E5	336	336	1	8	417	95	96		11.625
127	9	Fa5	F5	340	340	1	16	208	95	96		11.6875
128	9	Mi5	E5	336	336	1	16	208	95	96		11.75
129	9	Re5	D5	327	327	1	8	417	95	96		11.875
130	9	Mi5	E5	336	336	1	16	208	95	96		11.9375
131	9	Re5	D5	327	327	1	16	208	95	96		12
132	9	Do5#4	C5#4	322	322	1	8	417	95	96		12.125
133	9	Re5	D5	327	327	1	16	208	95	96		12.1875
134	9	Do5#4	C5#4	322	322	1	16	208	95	96		12.25
135	9	Si4b4	B4b4	310	310	1	8	417	95	96		12.375
136	9	Do5#4	C5#4	322	322	1	16	208	95	96		12.4375
137	9	Si4b4	B4b4	310	310	1	16	208	95	96		12.5
138	9	La4	A4	305	305	1	4	833	95	96		12.75
139	53			0	0	0	0	0	0	0		12.75
140	9	Mi5	E5	336	336	1	16	208	95	96		12.8125
141	9	Fa5	F5	340	340	1	16	208	95	96		12.875
142	9	Mi5	E5	336	336	1	16	208	95	96		12.9375
143	9	Re5	D5	327	327	1	16	208	95	96		13
144	9	Mi5	E5	336	336	1	8	417	95	96		13.125
145	9	Fa5#4	F5#4	344	344	1	8	417	95	96		13.25
146	9	Sol5	G5	349	349	3	16	625	95	96		13.4375
147	9	Fa5#4	F5#4	344	344	1	16	208	95	96		13.5
148	9	Mi5	E5	336	336	1	8	417	95	96		13.625
149	9	Re5	D5	327	327	1	8	417	95	96		13.75
150	9	Do5#4	C5#4	322	322	1	8	417	95	96		13.875
151	9	Re5	D5	327	327	1	8	417	95	96		14
152	9	Do5#4	C5#4	322	322	1	16	208	95	96		14.0625
153	9	Re5	D5	327	327	1	16	208	95	96		14.125
154	9	Mi5	E5	336	336	1	16	208	95	96		14.1875
155	9	Fa5	F5	340	340	1	16	208	95	96		14.25
156	9	Mi5	E5	336	336	1	16	208	95	96		14.3125
157	9	Re5	D5	327	327	1	16	208	95	96		14.375
158	9	Do5#4	C5#4	322	322	1	16	208	95	96		14.4375
159	9	Si4b4	B4b4	310	310	1	16	208	95	96		14.5
160	9	La4	A4	305	305	1	4	833	95	96		14.75
161	53			0	0	0	0	0	0	0		14.75
162	9	Si4b4	B4b4	310	310	1	8	417	95	96		14.875
163	9	Do5#4	C5#4	322	322	1	8	417	95	96		15
164	9	Re5	D5	327	327	1	16	208	95	96		15.0625
165	9	Do5#4	C5#4	322	322	1	16	208	95	96		15.125
166	9	Si4b4	B4b4	310	310	1	16	208	95	96		15.1875
167	9	La4	A4	305	305	1	16	208	95	96		15.25
168	9	Sol4	G4	296	296	1	8	417	95	96		15.375
169	9	La4	A4	305	305	1	8	417	95	96		15.5
170	9	Sol4	G4	296	296	1	8	417	95	96		15.625
171	9	La4	A4	305	305	1	8	417	95	96		15.75
172	9	Si4b4	B4b4	310	310	1	8	417	95	96		15.875
173	8	Do5#4	C5#4	322	322	0	0	0	95	96		15.875
174	9	Si4b4	B4b4	310	310	1	16	208	95	96		15.9375
175	9	La4	A4	305	305	1	16	208	95	96		16
176	53			0	0	0	0	0	0	0		16
177	54			0	0	0	0	0	0	0	zirgüle@la	16
178	9	La4	A4	305	305	3	8	1250	95	96		16.375
179	9	Sol4#4	G4#4	300	300	1	8	417	95	96		16.5
180	9	La4	A4	305	305	1	8	417	95	96		16.625
181	9	Do5#4	C5#4	322	322	1	16	208	95	96		16.6875
182	9	Si4b4	B4b4	310	310	1	16	208	95	96		16.75
183	9	Si4b4	B4b4	310	310	1	16	208	95	96		16.8125
184	9	La4	A4	305	305	1	16	208	95	96		16.875
185	9	La4	A4	305	305	1	16	208	95	96		16.9375
186	9	Sol4#4	G4#4	300	300	1	16	208	95	96		17
187	9	Sol4#4	G4#4	300	300	1	16	208	95	96		17.0625
188	9	Fa4	F4	287	287	1	16	208	95	96		17.125
189	9	Fa4	F4	287	287	1	16	208	95	96		17.1875
190	9	Mi4	E4	283	283	1	16	208	95	96		17.25
191	9	Fa4	F4	287	287	1	8	417	95	96		17.375
192	9	Sol4#4	G4#4	300	300	1	8	417	95	96		17.5
193	9	La4	A4	305	305	3	8	1250	95	96		17.875
194	53			0	0	0	0	0	0	0		17.875
195	9	Si4b4	B4b4	310	310	1	8	417	95	96		18
196	55			0	0	0	0	0	0	0		18
197	9	La4	A4	305	305	1	16	208	95	96		18.0625
198	9	Si4b4	B4b4	310	310	1	16	208	95	96		18.125
199	9	Do5#4	C5#4	322	322	1	16	208	95	96		18.1875
200	9	La4	A4	305	305	1	16	208	95	96		18.25
201	9	Si4b4	B4b4	310	310	1	2	1667	95	96		18.75
202	53			0	0	0	0	0	0	0		18.75
203	9	La4	A4	305	305	1	8	417	95	96		18.875
204	9	Si4b4	B4b4	310	310	1	8	417	95	96		19
205	9	Do5#4	C5#4	322	322	1	8	417	95	96		19.125
206	9	Re5	D5	327	327	1	4	833	95	96		19.375
207	9	Do5#4	C5#4	322	322	1	8	417	95	96		19.5
208	9	Mi5	E5	336	336	1	16	208	95	96		19.5625
209	9	Re5	D5	327	327	1	16	208	95	96		19.625
210	9	Re5	D5	327	327	1	16	208	95	96		19.6875
211	9	Do5#4	C5#4	322	322	1	16	208	95	96		19.75
212	9	Re5	D5	327	327	1	8	417	95	96		19.875
213	9	Mi5	E5	336	336	1	8	417	95	96		20
214	9	Re5	D5	327	327	1	4	833	95	96		20.25
215	53			0	0	0	0	0	0	0		20.25
216	9	Do5#4	C5#4	322	322	1	8	417	95	96	TESLÝM	20.375
217	9	Re5	D5	327	327	1	8	417	95	96		20.5
218	9	Mi5	E5	336	336	3	8	1250	95	96		20.875
219	9	Re5	D5	327	327	1	8	417	95	96		21
220	9	Mi5	E5	336	336	1	16	208	95	96		21.0625
221	9	Fa5	F5	340	340	1	16	208	95	96		21.125
222	9	Mi5	E5	336	336	1	16	208	95	96		21.1875
223	9	Re5	D5	327	327	1	16	208	95	96		21.25
224	9	Do5#4	C5#4	322	322	1	8	417	95	96		21.375
225	9	Re5	D5	327	327	1	8	417	95	96		21.5
226	9	Mi5	E5	336	336	1	8	417	95	96		21.625
227	9	Fa5#4	F5#4	344	344	1	8	417	95	96		21.75
228	9	Sol5	G5	349	349	1	8	417	95	96		21.875
229	9	La5	A5	358	358	1	8	417	95	96		22
230	9			-1	-1	1	16	208	100	0		22.0625
231	53			0	0	0	0	0	0	0		22.0625
232	54			0	0	0	0	0	0	0	hüseyni@mi	22.0625
233	9	Si5	B5	367	367	1	8	417	95	96		22.1875
234	9	La5	A5	358	358	1	16	208	95	96		22.25
235	9	Sol5	G5	349	349	1	8	417	95	96		22.375
236	9	Fa5#4	F5#4	344	344	1	8	417	95	96		22.5
237	9			-1	-1	1	8	417	100	0		22.625
238	9	Mi5	E5	336	336	1	16	208	95	96		22.6875
239	9	Fa5#4	F5#4	344	344	1	16	208	95	96		22.75
240	9	Mi5	E5	336	336	1	8	417	95	96		22.875
241	9	Fa5#4	F5#4	344	344	1	16	208	95	96		22.9375
242	9	Sol5	G5	349	349	1	16	208	95	96		23
243	9	La5	A5	358	358	3	16	625	95	96		23.1875
244	9	Sol5	G5	349	349	1	16	208	95	96		23.25
245	9	Fa5#4	F5#4	344	344	1	8	417	95	96		23.375
246	9	Mi5	E5	336	336	1	8	417	95	96		23.5
247	9			-1	-1	1	8	417	100	0		23.625
248	53			0	0	0	0	0	0	0		23.625
249	55			0	0	0	0	0	0	0		23.625
250	9	Re5	D5	327	327	1	16	208	95	96		23.6875
251	9	Mi5	E5	336	336	1	16	208	95	96		23.75
252	9	Re5	D5	327	327	1	8	417	95	96		23.875
253	9	Mi5	E5	336	336	1	16	208	95	96		23.9375
254	9	Fa5#4	F5#4	344	344	1	16	208	95	96		24
255	9	Sol5	G5	349	349	3	16	625	95	96		24.1875
256	9	Fa5	F5	340	340	1	16	208	95	96		24.25
257	9	Mi5	E5	336	336	1	8	417	95	96		24.375
258	9	Re5	D5	327	327	1	8	417	95	96		24.5
259	9			-1	-1	1	8	417	100	0		24.625
260	53			0	0	0	0	0	0	0		24.625
261	9	Do5#4	C5#4	322	322	1	16	208	95	96		24.6875
262	9	Re5	D5	327	327	1	16	208	95	96		24.75
263	9	Do5#4	C5#4	322	322	1	8	417	95	96		24.875
264	9	Re5	D5	327	327	1	8	417	95	96		25
265	9	Mi5	E5	336	336	1	8	417	95	96		25.125
266	9	Re5	D5	327	327	1	16	208	95	96		25.1875
267	9	Do5#4	C5#4	322	322	1	16	208	95	96		25.25
268	9	Re5	D5	327	327	1	8	417	95	96		25.375
269	9	Do5#4	C5#4	322	322	1	16	208	95	96		25.4375
270	9	Si4b4	B4b4	310	310	1	16	208	95	96		25.5
271	9	Do5#4	C5#4	322	322	1	8	417	95	96		25.625
272	9	Si4b4	B4b4	310	310	1	16	208	95	96		25.6875
273	9	La4	A4	305	305	1	16	208	95	96		25.75
274	9	La4	A4	305	305	1	4	833	95	96		26
275	53			0	0	0	0	0	0	0		26
276	9	La4	A4	305	305	1	16	208	95	96		26.0625
277	9	Si4b4	B4b4	310	310	1	16	208	95	96		26.125
278	9	La4	A4	305	305	1	16	208	95	96		26.1875
279	9	Sol4	G4	296	296	1	16	208	95	96		26.25
280	9	La4	A4	305	305	1	8	417	95	96		26.375
281	9	Si4b4	B4b4	310	310	1	8	417	95	96		26.5
282	9	Do5#4	C5#4	322	322	1	8	417	95	96		26.625
283	9	Re5	D5	327	327	1	8	417	95	96		26.75
284	9	Mi5	E5	336	336	1	8	417	95	96		26.875
285	9	Fa5#4	F5#4	344	344	1	16	208	95	96		26.9375
286	9	La5	A5	358	358	1	16	208	95	96		27
287	9	Sol5	G5	349	349	3	16	625	95	96		27.1875
288	9	Fa5	F5	340	340	1	16	208	95	96		27.25
289	9	Mi5	E5	336	336	1	8	417	95	96		27.375
290	9	Re5	D5	327	327	1	8	417	95	96		27.5
291	9	Do5#4	C5#4	322	322	1	8	417	95	96		27.625
292	8	Re5	D5	327	327	0	0	0	95	96		27.625
293	9	Do5#4	C5#4	322	322	1	16	208	95	96		27.6875
294	9	Si4b4	B4b4	310	310	1	16	208	95	96		27.75
295	9	La4	A4	305	305	1	8	417	95	96		27.875
296	9	Do5#4	C5#4	322	322	1	8	417	95	96		28
297	9	Si4b4	B4b4	310	310	3	16	625	95	96		28.1875
298	9	La4	A4	305	305	1	16	208	95	96		28.25
299	9	Sol4	G4	296	296	1	8	417	95	96		28.375
300	9	La4	A4	305	305	1	8	417	95	96		28.5
301	9	Sol4	G4	296	296	1	8	417	95	96		28.625
302	9	La4	A4	305	305	1	8	417	95	96		28.75
303	9	Si4b4	B4b4	310	310	1	16	208	95	96		28.8125
304	9	Do5#4	C5#4	322	322	1	16	208	95	96		28.875
305	9	Si4b4	B4b4	310	310	1	16	208	95	96		28.9375
306	9	La4	A4	305	305	1	16	208	95	96		29
307	9	La4	A4	305	305	3	8	1250	95	96		29.375
308	53			0	0	0	0	0	0	0		29.375
309	9	Fa4#4	F4#4	291	291	1	8	417	95	96		29.5
310	9	Sol4	G4	296	296	1	8	417	95	96		29.625
311	9	Fa4#4	F4#4	291	291	1	8	417	95	96		29.75
312	9	La4	A4	305	305	1	4	833	95	96		30
313	53			0	0	0	0	0	0	0		30
314	9	Sol4	G4	296	296	1	4	833	95	96	2. HANE	30.25
315	9	La4	A4	305	305	1	2	1667	95	96		30.75
316	53			0	0	0	0	0	0	0		30.75
317	9	Mi5	E5	336	336	1	8	417	95	96		30.875
318	9	Fa5	F5	340	340	1	8	417	95	96		31
319	9	Mi5	E5	336	336	3	16	625	95	96		31.1875
320	9	Re5	D5	327	327	1	16	208	95	96		31.25
321	9	Do5#4	C5#4	322	322	1	8	417	95	96		31.375
322	9	Re5	D5	327	327	1	8	417	95	96		31.5
323	9	Do5#4	C5#4	322	322	1	8	417	95	96		31.625
324	9	Re5	D5	327	327	1	8	417	95	96		31.75
325	9	Mi5	E5	336	336	1	8	417	95	96		31.875
326	9	Fa5	F5	340	340	1	8	417	95	96		32
327	9	Re5	D5	327	327	1	4	833	95	96		32.25
328	9	Mi5	E5	336	336	1	4	833	95	96		32.5
329	53			0	0	0	0	0	0	0		32.5
330	9			-1	-1	1	8	417	100	0		32.625
331	9	Fa5	F5	340	340	1	8	417	95	96		32.75
332	9	Mi5	E5	336	336	1	8	417	95	96		32.875
333	9	Re5	D5	327	327	1	8	417	95	96		33
334	54			0	0	0	0	0	0	0	buselik@la	33
335	9	Sol5	G5	349	349	3	16	625	95	96		33.1875
336	9	Fa5	F5	340	340	1	16	208	95	96		33.25
337	9	Mi5	E5	336	336	1	8	417	95	96		33.375
338	9	Re5	D5	327	327	1	8	417	95	96		33.5
339	9	Mi5	E5	336	336	1	16	208	95	96		33.5625
340	9	Re5	D5	327	327	1	16	208	95	96		33.625
341	9	Do5	C5	318	318	1	16	208	95	96		33.6875
342	9	Si4	B4	314	314	1	16	208	95	96		33.75
343	9	Do5	C5	318	318	1	8	417	95	96		33.875
344	9	Re5	D5	327	327	1	8	417	95	96		34
345	9	Do5	C5	318	318	1	4	833	95	96		34.25
346	53			0	0	0	0	0	0	0		34.25
347	9	Mi5	E5	336	336	1	8	417	95	96		34.375
348	9	Fa5	F5	340	340	1	8	417	95	96		34.5
349	9	Mi5	E5	336	336	1	4	833	95	96		34.75
350	9	Re5	D5	327	327	1	4	833	95	96		35
351	9	Do5	C5	318	318	1	4	833	95	96		35.25
352	9	Si4	B4	314	314	1	4	833	95	96		35.5
353	9	La4	A4	305	305	1	4	833	95	96		35.75
354	53			0	0	0	0	0	0	0		35.75
355	9	Si4	B4	314	314	1	16	208	95	96		35.8125
356	9	Do5	C5	318	318	1	16	208	95	96		35.875
357	9	Re5	D5	327	327	1	16	208	95	96		35.9375
358	9	Mi5	E5	336	336	1	16	208	95	96		36
359	9	Re5	D5	327	327	1	16	208	95	96		36.0625
360	9	Do5	C5	318	318	1	16	208	95	96		36.125
361	9	Si4	B4	314	314	1	16	208	95	96		36.1875
362	9	La4	A4	305	305	1	16	208	95	96		36.25
363	9	Sol4#4	G4#4	300	300	1	8	417	95	96		36.375
364	9	La4	A4	305	305	1	8	417	95	96		36.5
365	9	Sol4#4	G4#4	300	300	1	8	417	95	96		36.625
366	9	La4	A4	305	305	1	16	208	95	96		36.6875
367	9	Si4	B4	314	314	1	16	208	95	96		36.75
368	9	Do5	C5	318	318	1	16	208	95	96		36.8125
369	9	Si4	B4	314	314	1	16	208	95	96		36.875
370	9	La4	A4	305	305	1	16	208	95	96		36.9375
371	9	Sol4#4	G4#4	300	300	1	16	208	95	96		37
372	9	La4	A4	305	305	1	16	208	95	96		37.0625
373	9	Si4	B4	314	314	1	16	208	95	96		37.125
374	9	Do5	C5	318	318	1	16	208	95	96		37.1875
375	9	Re5#4	D5#4	331	331	1	16	208	95	96		37.25
376	9	Mi5	E5	336	336	1	16	208	95	96		37.3125
377	9	Fa5	F5	340	340	1	16	208	95	96		37.375
378	9	Sol5#4	G5#4	353	353	1	16	208	95	96		37.4375
379	9	Fa5	F5	340	340	1	16	208	95	96		37.5
380	9	Mi5	E5	336	336	1	16	208	95	96		37.5625
381	9	Re5#4	D5#4	331	331	1	16	208	95	96		37.625
382	9	Do5	C5	318	318	1	16	208	95	96		37.6875
383	9	Re5#4	D5#4	331	331	1	16	208	95	96		37.75
384	9	Mi5	E5	336	336	1	4	833	95	96		38
385	53			0	0	0	0	0	0	0		38
386	9			-1	-1	1	4	833	100	0		38.25
387	9	Mi5	E5	336	336	1	8	417	95	96		38.375
388	9	Fa5	F5	340	340	1	8	417	95	96		38.5
389	9	Mi5	E5	336	336	1	4	833	95	96		38.75
390	9	Re5#4	D5#4	331	331	1	4	833	95	96		39
391	53			0	0	0	0	0	0	0		39
392	9	Mi5	E5	336	336	1	8	417	95	96		39.125
393	9	Fa5	F5	340	340	1	8	417	95	96		39.25
394	9	Mi5	E5	336	336	1	8	417	95	96		39.375
395	9	Fa5	F5	340	340	1	8	417	95	96		39.5
396	9	Sol5#4	G5#4	353	353	1	4	833	95	96		39.75
397	9	La5	A5	358	358	1	4	833	95	96		40
398	53			0	0	0	0	0	0	0		40
399	9	Mi5	E5	336	336	1	8	417	95	96		40.125
400	9	Fa5	F5	340	340	1	8	417	95	96		40.25
401	9	Sol5#4	G5#4	353	353	1	8	417	95	96		40.375
402	9	La5	A5	358	358	1	8	417	95	96		40.5
403	9	Sol5#4	G5#4	353	353	1	8	417	95	96		40.625
404	9	La5	A5	358	358	1	8	417	95	96		40.75
405	9	Si5	B5	367	367	1	8	417	95	96		40.875
406	9	Do6	C6	371	371	1	8	417	95	96		41
407	9	Si5	B5	367	367	3	16	625	95	96		41.1875
408	9	La5	A5	358	358	1	16	208	95	96		41.25
409	9	Sol5#4	G5#4	353	353	1	8	417	95	96		41.375
410	9	La5	A5	358	358	1	8	417	95	96		41.5
411	9	Sol5#4	G5#4	353	353	1	8	417	95	96		41.625
412	9	La5	A5	358	358	1	8	417	95	96		41.75
413	9	Si5	B5	367	367	1	8	417	95	96		41.875
414	9	Sol5#4	G5#4	353	353	1	8	417	95	96		42
415	53			0	0	0	0	0	0	0		42
416	9	La5	A5	358	358	3	8	1250	95	96		42.375
417	9	Fa5#5	F5#5	345	345	1	8	417	95	96		42.5
418	9	Mi5	E5	336	336	3	8	1250	95	96		42.875
419	9	Re5	D5	327	327	1	8	417	95	96		43
420	9	Do5#4	C5#4	322	322	1	16	208	95	96		43.0625
421	9	Re5	D5	327	327	1	16	208	95	96		43.125
422	9	Do5#4	C5#4	322	322	1	16	208	95	96		43.1875
423	9	Si4	B4	314	314	1	16	208	95	96		43.25
424	9	Do5#4	C5#4	322	322	1	16	208	95	96		43.3125
425	9	Re5	D5	327	327	1	16	208	95	96		43.375
426	9	Mi5	E5	336	336	1	16	208	95	96		43.4375
427	9	Fa5#5	F5#5	345	345	1	16	208	95	96		43.5
428	9	Mi5	E5	336	336	1	16	208	95	96		43.5625
429	9	Re5	D5	327	327	1	16	208	95	96		43.625
430	9	Do5#4	C5#4	322	322	1	16	208	95	96		43.6875
431	9	Si4	B4	314	314	1	16	208	95	96		43.75
432	9	La4	A4	305	305	1	8	417	95	96		43.875
433	9	Si4	B4	314	314	1	8	417	95	96		44
434	55			0	0	0	0	0	0	0		44
435	9	La4	A4	305	305	1	4	833	95	96		44.25
436	53			0	0	0	0	0	0	0		44.25
437	9	Do5#4	C5#4	322	322	1	8	417	95	96		44.375
438	9	Re5	D5	327	327	1	8	417	95	96		44.5
439	9	Mi5	E5	336	336	3	8	1250	95	96		44.875
440	9	Fa5	F5	340	340	1	8	417	100	96		45
441	9	Fa5	F5	340	340	1	8	417	95	96		45.125
442	9	Re5	D5	327	327	1	4	833	95	96		45.375
443	9	Mi5	E5	336	336	1	4	833	95	96		45.625
444	9	Do5#4	C5#4	322	322	1	4	833	95	96		45.875
445	9	La4	A4	305	305	1	8	417	95	96		46
446	53			0	0	0	0	0	0	0		46
447	9	Si4b4	B4b4	310	310	1	8	417	95	96		46.125
448	8	Do5#4	C5#4	322	322	0	0	0	95	96		46.125
449	9	Si4b4	B4b4	310	310	1	16	208	95	96		46.1875
450	9	La4	A4	305	305	1	16	208	95	96		46.25
451	9	Si4b4	B4b4	310	310	1	8	417	95	96		46.375
452	9	Re5	D5	327	327	1	8	417	95	96		46.5
453	9	Do5#4	C5#4	322	322	3	16	625	95	96		46.6875
454	9	Si4b4	B4b4	310	310	1	16	208	95	96		46.75
455	9	Do5#4	C5#4	322	322	1	16	208	95	96		46.8125
456	9	Si4b4	B4b4	310	310	1	16	208	95	96		46.875
457	53			0	0	0	0	0	0	0		46.875
458	9	Si4b4	B4b4	310	310	1	16	208	95	96		46.9375
459	9	La4	A4	305	305	1	16	208	95	96		47
460	9	La4	A4	305	305	1	16	208	95	96		47.0625
461	9	La5	A5	358	358	1	16	208	95	96		47.125
462	9	Sol5	G5	349	349	1	16	208	95	96		47.1875
463	9	Fa5	F5	340	340	1	16	208	95	96		47.25
464	9	Mi5	E5	336	336	1	16	208	95	96		47.3125
