Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
118	9	Mi5	E5	336	336	1	8	312	95	96		7
119	9	Mi5	E5	336	336	3	16	469	99	96	ce  	7.0625
120	9	Re5	D5	327	327	1	16	156	99	96		7.083333
121	9	Do5#4	C5#4	322	322	1	8	312	99	96		7.125
122	9	Re5	D5	327	327	1	8	312	99	96		7.166667
123	9	Do5#4	C5#4	322	322	1	8	312	99	96		7.208333
124	9	Re5	D5	327	327	1	8	312	99	96		7.25
125	9	Mi5	E5	336	336	1	8	312	95	96		7.291667
126	9	Re5	D5	327	327	9	8	2812	99	96		7.666667
127	9	Re5	D5	327	327	1	4	625	95	96		7.75
128	9			-1	-1	1	4	625	100	0		7.833333
129	53			0	0	0	0	0	0	0		7.833333
130	9	Re5	D5	327	327	1	2	1250	95	96	Ah 	8
131	51			0	0	6	4	0	90	0	Yürüksemâî (6/4)	8
132	9	Mi5	E5	336	336	1	4	500	99	96	Gel 	8.166667
133	9	Fa5	F5	340	340	1	4	500	99	96		8.333333
134	9	Mi5	E5	336	336	1	4	500	99	96		8.5
135	9	Re5	D5	327	327	1	4	500	99	96		8.666667
136	9	Do5#4	C5#4	322	322	1	2	1000	95	96		9
137	53			0	0	0	0	0	0	0		9
138	9	Do5#4	C5#4	322	322	1	4	500	99	96	gel 	9.166667
139	9	Re5	D5	327	327	1	4	500	99	96		9.333333
140	9	Do5#4	C5#4	322	322	1	4	500	99	96		9.5
141	9	Si4b4	B4b4	310	310	1	4	500	99	96		9.666667
142	9	La4	A4	305	305	1	2	1000	95	96		10
143	53			0	0	0	0	0	0	0		10
144	9	La4	A4	305	305	1	8	250	99	96	in	10.08333
145	9	Sol4	G4	296	296	1	8	250	99	96		10.16667
146	9	Fa4#4	F4#4	291	291	1	8	250	99	96		10.25
147	9	Sol4	G4	296	296	1	8	250	95	96		10.33333
148	9	La4	A4	305	305	1	4	500	95	96	ce 	10.5
149	9	Si4b4	B4b4	310	310	1	4	500	95	96	mi	10.66667
150	9	Re5	D5	327	327	1	8	250	99	96	yan 	10.75
151	9	Do5#4	C5#4	322	322	1	8	250	99	96		10.83333
152	9	Si4b4	B4b4	310	310	1	8	250	99	96		10.91667
153	9	Do5#4	C5#4	322	322	1	8	250	95	96		11
154	9	Re5	D5	327	327	3	4	1500	99	96	gel  	11.5
155	9	Re5	D5	327	327	1	2	1000	95	96		11.83333
156	9			-1	-1	1	4	500	100	0		12
157	53			0	0	0	0	0	0	0		12
158	9	Mi5	E5	336	336	1	4	500	99	96	Gel 	12.16667
159	9	Fa5	F5	340	340	1	4	500	99	96		12.33333
160	9	Mi5	E5	336	336	1	4	500	99	96		12.5
161	9	Re5	D5	327	327	1	4	500	99	96		12.66667
162	9	Do5#4	C5#4	322	322	1	2	1000	95	96		13
163	53			0	0	0	0	0	0	0		13
164	9	Do5#4	C5#4	322	322	1	4	500	99	96	gel 	13.16667
165	9	Re5	D5	327	327	1	4	500	99	96		13.33333
166	9	Do5#4	C5#4	322	322	1	4	500	99	96		13.5
167	9	Si4b4	B4b4	310	310	1	4	500	99	96		13.66667
168	9	La4	A4	305	305	1	2	1000	95	96		14
169	53			0	0	0	0	0	0	0		14
170	9	La4	A4	305	305	1	8	250	99	96	in	14.08333
171	9	Sol4	G4	296	296	1	8	250	99	96		14.16667
172	9	Fa4#4	F4#4	291	291	1	8	250	99	96		14.25
173	9	Sol4	G4	296	296	1	8	250	95	96		14.33333
174	9	La4	A4	305	305	1	4	500	95	96	ce 	14.5
175	9	Si4b4	B4b4	310	310	1	4	500	95	96	mi	14.66667
176	9	Re5	D5	327	327	1	8	250	99	96	yan 	14.75
177	9	Do5#4	C5#4	322	322	1	8	250	99	96		14.83333
178	9	Si4b4	B4b4	310	310	1	8	250	99	96		14.91667
179	9	Do5#4	C5#4	322	322	1	8	250	95	96		15
180	9	Re5	D5	327	327	3	4	1500	99	96	gel  	15.5
181	9	Re5	D5	327	327	1	2	1000	95	96		15.83333
182	9			-1	-1	1	4	500	100	0		16
183	53			0	0	0	0	0	0	0		16
184	9	Sol4	G4	296	296	1	4	500	95	96	Ah 	16.16667
185	9	La4	A4	305	305	3	4	1500	99	96		16.66667
186	9	La4	A4	305	305	1	2	1000	95	96		17
187	53			0	0	0	0	0	0	0		17
188	54			0	0	0	0	0	0	0	rast@re4	17
189	9	Do5	C5	318	318	1	1	2000	99	96	ah 	17.66667
190	9	Do5	C5	318	318	1	2	1000	95	96		18
191	9	Si4	B4	314	314	1	8	250	99	96	ah 	18.08333
192	9	La4	A4	305	305	1	8	250	99	96		18.16667
193	9	La4	A4	305	305	1	8	250	99	96		18.25
194	9	Sol4	G4	296	296	1	8	250	99	96		18.33333
195	9	Sol4	G4	296	296	1	8	250	99	96		18.41667
196	9	Fa4#4	F4#4	291	291	1	8	250	99	96		18.5
197	9	Fa4#4	F4#4	291	291	1	8	250	99	96		18.58333
198	9	Mi4	E4	283	283	1	8	250	95	96		18.66667
199	9	Re4	D4	274	274	1	2	1000	99	96		19
200	9	Re4	D4	274	274	1	8	250	95	96		19.08333
201	55			0	0	0	0	0	0	0		19.08333
202	53			0	0	0	0	0	0	0		19.08333
203	9			-1	-1	1	8	250	100	0		19.16667
204	9	Re4	D4	274	274	1	4	500	95	96	Her 	19.33333
205	9	Fa4#4	F4#4	291	291	1	4	500	95	96	ne 	19.5
206	9	Sol4	G4	296	296	1	4	500	95	96	ka	19.66667
207	9	La4	A4	305	305	1	2	1000	99	96	dar 	20
208	9	La4	A4	305	305	1	8	250	95	96		20.08333
209	9			-1	-1	1	8	250	100	0		20.16667
210	53			0	0	0	0	0	0	0		20.16667
211	9	La4	A4	305	305	1	8	250	99	96	sev	20.25
212	9	Si4b4	B4b4	310	310	1	8	250	95	96		20.33333
213	9	Re5	D5	327	327	1	8	250	99	96	me	20.41667
214	9	Do5#4	C5#4	322	322	1	8	250	95	96		20.5
215	9	Si4b4	B4b4	310	310	1	8	250	99	96	i	20.58333
216	9	La4	A4	305	305	1	8	250	95	96		20.66667
217	9	Sol4	G4	296	296	1	8	250	99	96	sen 	20.75
218	9	Fa4#4	F4#4	291	291	1	8	250	95	96		20.83333
219	9	Sol4	G4	296	296	1	4	500	99	96		21
220	9	Sol4	G4	296	296	1	8	250	95	96		21.08333
221	9			-1	-1	1	8	250	100	0		21.16667
222	53			0	0	0	0	0	0	0		21.16667
223	9	Fa4#4	F4#4	291	291	1	4	500	95	96	ben 	21.33333
224	9	Sol4	G4	296	296	1	4	500	95	96	se	21.5
225	9	La4	A4	305	305	1	4	500	95	96	ni 	21.66667
226	9	Si4b4	B4b4	310	310	1	2	1000	99	96	can	22
227	9	La4	A4	305	305	1	8	250	95	96		22.08333
228	9			-1	-1	1	8	250	100	0		22.16667
229	53			0	0	0	0	0	0	0		22.16667
230	9	Mi5	E5	336	336	1	8	250	99	96	dan 	22.25
231	9	Re5	D5	327	327	1	8	250	99	96		22.33333
232	9	Re5	D5	327	327	1	8	250	99	96		22.41667
233	9	Do5#4	C5#4	322	322	1	8	250	95	96		22.5
234	9	Do5#4	C5#4	322	322	1	8	250	99	96	se	22.58333
235	9	Si4b4	B4b4	310	310	1	8	250	95	96		22.66667
236	9	Si4b4	B4b4	310	310	1	8	250	99	96	ve	22.75
237	9	La4	A4	305	305	1	8	250	99	96		22.83333
238	9	Si4b4	B4b4	310	310	1	8	250	99	96		22.91667
239	9	La4	A4	305	305	1	8	250	95	96		23
240	9	La4	A4	305	305	1	1	2000	99	96	rim  	23.66667
241	9	La4	A4	305	305	1	4	500	95	96		23.83333
242	9			-1	-1	1	4	500	100	0		24
243	53			0	0	0	0	0	0	0		24
244	9	Mi5	E5	336	336	1	8	250	99	96	Öm	24.08333
245	9	Re5	D5	327	327	1	8	250	99	96		24.16667
246	9	Do5#4	C5#4	322	322	1	8	250	99	96		24.25
247	9	Re5	D5	327	327	1	8	250	95	96		24.33333
248	9	Mi5	E5	336	336	1	2	1000	95	96	rüm 	24.66667
249	9	Sol5	G5	349	349	1	8	250	99	96	ca	24.75
250	9	Fa5	F5	340	340	1	8	250	99	96		24.83333
251	9	Mi5	E5	336	336	1	8	250	99	96		24.91667
252	9	Re5	D5	327	327	1	8	250	95	96		25
253	9	Do5#4	C5#4	322	322	1	4	500	99	96	ným 	25.16667
254	9	Si4b4	B4b4	310	310	1	8	250	99	96		25.25
255	9	La4	A4	305	305	1	8	250	95	96		25.33333
256	9	La4	A4	305	305	1	2	1000	95	96	mi	25.66667
257	53			0	0	0	0	0	0	0		25.66667
258	9	Mi5	E5	336	336	1	8	250	99	96	rim 	25.75
259	9	Re5	D5	327	327	1	8	250	99	96		25.83333
260	9	Do5#4	C5#4	322	322	1	8	250	99	96		25.91667
261	9	Re5	D5	327	327	1	8	250	95	96		26
262	9	Mi5	E5	336	336	1	1	2000	99	96	gel  	26.66667
263	9	Mi5	E5	336	336	1	4	500	95	96		26.83333
264	9			-1	-1	1	4	500	100	0		27
265	53			0	0	0	0	0	0	0		27
266	9	Mi5	E5	336	336	1	8	250	99	96	Öm	27.08333
267	9	Re5	D5	327	327	1	8	250	99	96		27.16667
268	9	Do5#4	C5#4	322	322	1	8	250	99	96		27.25
269	9	Re5	D5	327	327	1	8	250	95	96		27.33333
270	9	Mi5	E5	336	336	1	2	1000	95	96	rüm 	27.66667
271	9	Sol5	G5	349	349	1	8	250	99	96	ca	27.75
272	9	Fa5	F5	340	340	1	8	250	99	96		27.83333
273	9	Mi5	E5	336	336	1	8	250	99	96		27.91667
274	9	Re5	D5	327	327	1	8	250	95	96		28
275	9	Do5#4	C5#4	322	322	1	4	500	99	96	ným 	28.16667
276	9	Si4b4	B4b4	310	310	1	8	250	99	96		28.25
277	9	La4	A4	305	305	1	8	250	95	96		28.33333
278	9	La4	A4	305	305	1	2	1000	95	96	sul	28.66667
279	53			0	0	0	0	0	0	0		28.66667
280	9	Sol5	G5	349	349	3	16	375	99	96	ta	28.79167
281	9	Fa5#4	F5#4	344	344	1	16	125	95	96		28.83333
282	9	Mi5	E5	336	336	1	8	250	99	96	ným 	28.91667
283	9	Sol5	G5	349	349	1	8	250	95	96		29
284	9	Fa5#4	F5#4	344	344	1	1	2000	99	96	gel  	29.66667
285	9	Fa5#4	F5#4	344	344	1	4	500	95	96		29.83333
286	9			-1	-1	1	4	500	100	0		30
287	53			0	0	0	0	0	0	0		30
288	9	Sol5	G5	349	349	1	2	1000	95	96	Ah 	30.33333
289	9	Fa5	F5	340	340	1	4	500	95	96	â	30.5
290	9	Mi5	E5	336	336	1	4	500	95	96	þý	30.66667
291	9	Re5	D5	327	327	1	2	1000	95	96	ký	31
292	53			0	0	0	0	0	0	0		31
293	9	Mi5	E5	336	336	1	4	500	99	96	nam 	31.16667
294	9	Fa5	F5	340	340	1	4	500	95	96		31.33333
295	9	Mi5	E5	336	336	1	4	500	95	96	sâ	31.5
296	9	Re5	D5	327	327	1	4	500	95	96	dý	31.66667
297	9	Do5#4	C5#4	322	322	1	2	1000	95	96	ký	32
298	53			0	0	0	0	0	0	0		32
299	9	Do5#4	C5#4	322	322	1	4	500	99	96	nam 	32.16667
300	9	Re5	D5	327	327	1	4	500	95	96		32.33333
301	9	Do5#4	C5#4	322	322	1	4	500	95	96	ben	32.5
302	9	Si4b4	B4b4	310	310	1	4	500	95	96	de	32.66667
303	9	La4	A4	305	305	1	2	1000	95	96	li	33
304	53			0	0	0	0	0	0	0		33
305	9	La4	A4	305	305	1	4	500	99	96	ðe 	33.16667
306	9	Si4b4	B4b4	310	310	1	4	500	95	96		33.33333
307	9	La4	A4	305	305	1	4	500	95	96	lâ	33.5
308	9	Sol4	G4	296	296	1	4	500	95	96	yý	33.66667
309	9	Fa4#4	F4#4	291	291	1	2	1000	95	96	ký	34
310	53			0	0	0	0	0	0	0		34
311	9	Sol4	G4	296	296	1	4	500	99	96	nam 	34.16667
312	9	Fa4#4	F4#4	291	291	1	4	500	99	96		34.33333
313	9	Sol4	G4	296	296	1	4	500	99	96		34.5
314	9	La4	A4	305	305	1	4	500	99	96		34.66667
315	9	Sol4	G4	296	296	1	4	500	99	96		34.83333
316	9	La4	A4	305	305	1	4	500	99	96		35
317	9	Si4b4	B4b4	310	310	1	4	500	99	96		35.16667
318	9	La4	A4	305	305	1	4	500	99	96		35.33333
319	9	Si4b4	B4b4	310	310	1	4	500	99	96		35.5
320	9	Do5#4	C5#4	322	322	1	4	500	99	96		35.66667
321	9	Si4b4	B4b4	310	310	1	4	500	99	96		35.83333
322	9	Do5#4	C5#4	322	322	1	4	500	99	96		36
323	9	Re5	D5	327	327	1	4	500	99	96		36.16667
324	9	Do5#4	C5#4	322	322	1	4	500	99	96		36.33333
325	9	Re5	D5	327	327	1	4	500	99	96		36.5
326	53			0	0	0	0	0	0	0		36.5
327	9	Sol5	G5	349	349	1	4	500	99	96		36.66667
328	9	Sol5	G5	349	349	1	4	500	99	96		36.83333
329	9	Fa5	F5	340	340	1	8	250	99	96		36.91667
330	9	Mi5	E5	336	336	1	8	250	95	96		37
331	9	Re5	D5	327	327	1	8	250	99	96	â	37.08333
332	9	Do5#4	C5#4	322	322	1	8	250	99	96		37.16667
333	9	Si4b4	B4b4	310	310	1	4	500	95	96		37.33333
334	9	Si4b4	B4b4	310	310	1	8	250	99	96	fet_	37.41667
335	9	La4	A4	305	305	1	8	250	95	96		37.5
336	9	Sol4	G4	296	296	1	4	500	95	96	i 	37.66667
337	9	Si4b4	B4b4	310	310	1	8	250	99	96	dev	37.75
338	9	La4	A4	305	305	1	8	250	99	96		37.83333
339	9	Si4b4	B4b4	310	310	1	8	250	99	96		37.91667
340	9	La4	A4	305	305	1	8	250	95	96		38
341	9	La4	A4	305	305	1	2	1000	99	96	rân  	38.33333
342	9	La4	A4	305	305	1	4	500	95	96		38.5
343	9			-1	-1	1	4	500	100	0		38.66667
344	53			0	0	0	0	0	0	0		38.66667
345	9	La5	A5	358	358	1	2	1000	99	96	Ah 	39
346	54			0	0	0	0	0	0	0	sehnaz@la5	39
347	51			0	0	6	2	0	12	0	Aðýrsenginsemâî	39
348	9	Re5	D5	327	327	1	2	2500	95	96	An	39.16667
349	9	La5	A5	358	358	1	2	2500	99	96	ka 	39.33333
350	9	La5	A5	358	358	1	2	2500	95	96		39.5
351	9	Re6	D6	380	380	1	4	1250	95	96	da	39.58333
352	9	Do6	C6	371	371	1	8	625	99	96	hi 	39.625
353	9	Si5	B5	367	367	1	8	625	95	96		39.66667
354	9	Si5	B5	367	367	1	8	625	99	96	o	39.70833
355	9	La5	A5	358	358	1	8	625	99	96		39.75
356	9	La5	A5	358	358	1	8	625	99	96		39.79167
357	9	Sol5#4	G5#4	353	353	1	8	625	99	96		39.83333
358	9	La5	A5	358	358	1	2	2500	95	96		40
359	53			0	0	0	0	0	0	0		40
360	9	Sol5	G5	349	349	1	8	625	99	96	lur	40.04167
361	9	La5	A5	358	358	1	8	625	99	96		40.08333
362	9	Sol5	G5	349	349	1	8	625	99	96		40.125
363	9	La5	A5	358	358	1	8	625	99	96		40.16667
364	9	Sol5	G5	349	349	1	8	625	99	96		40.20833
365	9	La5	A5	358	358	1	8	625	99	96		40.25
366	9	Sol5	G5	349	349	1	8	625	99	96		40.29167
367	9	Fa5#4	F5#4	344	344	1	8	625	99	96		40.33333
368	9	Sol5	G5	349	349	3	8	1875	99	96		40.45833
369	9	Fa5#4	F5#4	344	344	1	8	625	95	96		40.5
370	9	Si5	B5	367	367	1	4	1250	95	96	sa 	40.58333
371	9	La5	A5	358	358	1	8	625	99	96	dü	40.625
372	9	Sol5	G5	349	349	1	8	625	95	96		40.66667
373	9	Fa5#4	F5#4	344	344	3	16	938	99	96	þer 	40.72917
374	9	Mi5	E5	336	336	1	16	312	99	96		40.75
375	9	Re5	D5	327	327	1	2	2500	95	96		40.91667
376	55			0	0	0	0	0	0	0		40.91667
377	53			0	0	0	0	0	0	0		40.91667
378	9			-1	-1	1	4	1250	100	0		41
379	9	Mi5	E5	336	336	1	8	625	99	96	pen	41.04167
380	9	Re5	D5	327	327	1	8	625	99	96		41.08333
381	9	Do5#4	C5#4	322	322	1	8	625	99	96		41.125
382	9	Re5	D5	327	327	1	8	625	99	96		41.16667
383	9	Mi5	E5	336	336	3	8	1875	99	96		41.29167
384	9	Fa5	F5	340	340	1	8	625	99	96		41.33333
385	9	Mi5	E5	336	336	1	8	625	99	96		41.375
386	9	Fa5	F5	340	340	1	8	625	99	96		41.41667
387	9	Mi5	E5	336	336	1	8	625	99	96		41.45833
388	9	Re5	D5	327	327	1	8	625	95	96		41.5
389	53			0	0	0	0	0	0	0		41.5
390	9	La5	A5	358	358	1	8	625	99	96	çe 	41.54167
391	9	Sol5	G5	349	349	1	8	625	95	96		41.58333
392	9	Fa5	F5	340	340	1	8	625	99	96	i 	41.625
393	9	Mi5	E5	336	336	1	8	625	95	96		41.66667
394	9	Mi5	E5	336	336	1	8	625	99	96	aþ	41.70833
395	9	Re5	D5	327	327	1	8	625	99	96		41.75
396	9	Do5#4	C5#4	322	322	1	8	625	99	96		41.79167
397	9	Re5	D5	327	327	1	8	625	99	96		41.83333
398	9	Mi5	E5	336	336	1	8	625	99	96		41.875
399	9	Sol5	G5	349	349	1	8	625	99	96		41.91667
400	9	Fa5	F5	340	340	1	8	625	99	96		41.95833
401	9	Mi5	E5	336	336	1	8	625	95	96		42
402	9	Mi5	E5	336	336	1	8	625	99	96	ka  	42.04167
403	53			0	0	0	0	0	0	0		42.04167
404	9	Re5	D5	327	327	3	8	1875	99	96		42.16667
405	9	Re5	D5	327	327	1	8	625	99	96		42.20833
406	9	Mi5	E5	336	336	1	8	625	99	96		42.25
407	9	Re5	D5	327	327	1	8	625	99	96		42.29167
408	9	Do5#4	C5#4	322	322	1	8	625	99	96		42.33333
409	9	Do5#4	C5#4	322	322	1	8	625	99	96		42.375
410	9	Si4b4	B4b4	310	310	1	8	625	99	96		42.41667
411	9	La4	A4	305	305	1	8	625	99	96		42.45833
412	9	Si4b4	B4b4	310	310	1	8	625	99	96		42.5
413	9	Do5#4	C5#4	322	322	1	2	2500	99	96		42.66667
414	9	Do5#4	C5#4	322	322	1	4	1250	95	96		42.75
415	9			-1	-1	1	4	1250	100	0		42.83333
416	53			0	0	0	0	0	0	0		42.83333
417	9	Re5	D5	327	327	1	2	2500	95	96	Ah 	43
418	9	Mi5	E5	336	336	1	8	625	99	96	Sayd_	43.04167
419	9	Re5	D5	327	327	1	8	625	99	96		43.08333
420	9	Do5#4	C5#4	322	322	1	8	625	99	96		43.125
421	9	Re5	D5	327	327	1	8	625	95	96		43.16667
422	9	Mi5	E5	336	336	1	8	625	99	96	ý 	43.20833
423	9	Fa5	F5	340	340	1	8	625	99	96		43.25
424	9	Mi5	E5	336	336	1	8	625	99	96		43.29167
425	9	Re5	D5	327	327	1	8	625	99	96		43.33333
426	9	Sol5	G5	349	349	1	8	625	99	96		43.375
427	9	Fa5	F5	340	340	1	8	625	99	96		43.41667
428	9	Mi5	E5	336	336	1	8	625	99	96		43.45833
429	9	Re5	D5	327	327	1	8	625	95	96		43.5
430	9	Do5#4	C5#4	322	322	1	8	625	99	96	di	43.54167
431	9	Si4b4	B4b4	310	310	1	8	625	95	96		43.58333
432	9	La4	A4	305	305	1	8	625	99	96	le 	43.625
433	9	Si4b4	B4b4	310	310	1	8	625	95	96		43.66667
434	9	Do5#4	C5#4	322	322	3	8	1875	99	96	þeh	43.79167
435	53			0	0	0	0	0	0	0		43.79167
436	9	Re5	D5	327	327	1	8	625	99	96		43.83333
437	9	Do5#4	C5#4	322	322	1	8	625	99	96		43.875
438	9	Si4b4	B4b4	310	310	1	8	625	99	96		43.91667
439	9	La4	A4	305	305	1	4	1250	95	96		44
440	53			0	0	0	0	0	0	0		44
441	9			-1	-1	1	4	1250	100	0		44.08333
442	9	La4	A4	305	305	1	8	625	99	96	bâz_	44.125
443	9	Si4b4	B4b4	310	310	1	8	625	99	96		44.16667
444	9	La4	A4	305	305	1	4	1250	99	96		44.25
445	9	Sol4#4	G4#4	300	300	1	4	1250	99	96		44.33333
446	9	La4	A4	305	305	1	2	2500	95	96		44.5
447	9	La4	A4	305	305	1	4	1250	95	96	ý 	44.58333
448	9	Re4	D4	274	274	1	4	1250	95	96	ni	44.66667
449	53			0	0	0	0	0	0	0		44.66667
