Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	La4	A4	305	305	1	16	208	95	96	ARANAÐME 	5.555556E-02
2	9	Si4b4	B4b4	310	310	1	16	208	95	96	.	0.1111111
3	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	0.1666667
4	9	Re5	D5	327	327	1	16	208	95	96	.	0.2222222
5	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	0.2777778
6	9	Si4b4	B4b4	310	310	1	16	208	95	96	.	0.3333333
7	9	La4	A4	305	305	1	16	208	95	96	.	0.3888889
8	9	Sol4	G4	296	296	1	16	208	95	96	.	0.4444444
9	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	0.5
10	9	Re5	D5	327	327	1	16	208	95	96	.	0.5555556
11	9	Mi5	E5	336	336	1	16	208	95	96	.	0.6111111
12	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	0.6666667
13	9	Re5	D5	327	327	1	4	833	95	96	.	0.8888889
14	9			-1	-1	1	8	417	100	0	.	1
15	53			0	0	0	0	0	0	0		1
16	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	1.055556
17	9	Re5	D5	327	327	1	16	208	95	96	.	1.111111
18	9	Mi5	E5	336	336	1	16	208	95	96	.	1.166667
19	9	Fa5#4	F5#4	344	344	1	16	208	95	96	.	1.222222
20	9	Sol5	G5	349	349	1	8	417	95	96	.	1.333333
21	9	Fa5	F5	340	340	1	16	208	95	96	.	1.388889
22	9	Mi5	E5	336	336	1	16	208	95	96	.	1.444444
23	9	Mi5	E5	336	336	1	16	208	95	96	.	1.5
24	9	Re5	D5	327	327	1	16	208	95	96	.	1.555556
25	9	Re5	D5	327	327	1	16	208	95	96	.	1.611111
26	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	1.666667
27	9	Re5	D5	327	327	1	4	833	95	96	.	1.888889
28	9			-1	-1	1	8	417	100	0	.	2
29	53			0	0	0	0	0	0	0		2
30	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	2.055556
31	9	Re5	D5	327	327	1	16	208	95	96	.	2.111111
32	9	Mi5	E5	336	336	1	16	208	95	96	.	2.166667
33	9	Fa5#4	F5#4	344	344	1	16	208	95	96	.	2.222222
34	9	Sol5	G5	349	349	1	16	208	95	96	.	2.277778
35	9	Fa5	F5	340	340	1	16	208	95	96	.	2.333333
36	9	Mi5	E5	336	336	1	16	208	95	96	.	2.388889
37	9	Sol5	G5	349	349	1	16	208	95	96	.	2.444444
38	9	Fa5	F5	340	340	1	16	208	95	96	.	2.5
39	9	Mi5	E5	336	336	1	16	208	95	96	.	2.555556
40	9	Re5	D5	327	327	1	16	208	95	96	.	2.611111
41	9	Fa5	F5	340	340	1	16	208	95	96	.	2.666667
42	9	Mi5	E5	336	336	1	16	208	95	96	.	2.722222
43	9	Re5	D5	327	327	1	16	208	95	96	.	2.777778
44	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	2.833333
45	9	Si4b4	B4b4	310	310	1	16	208	95	96	.	2.888889
46	9	La4	A4	305	305	1	16	208	95	96	.	2.944444
47	9	Sol4	G4	296	296	1	16	208	95	96	.	3
48	9	La4	A4	305	305	1	16	208	95	96	.	3.055556
49	9	Si4b4	B4b4	310	310	1	16	208	95	96	.	3.111111
50	9	Do5#4	C5#4	322	322	1	16	208	95	96	.	3.166667
51	9	Re5	D5	327	327	1	16	208	95	96	.	3.222222
52	9	Mi5	E5	336	336	1	8	417	95	96	.	3.333333
